EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM648,35,26-35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,320806,10k-15k,9129,3,Y,No,16,3,1,80,0,16,2,3,13,10,4,8.0
RM677,35,26-35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,99532,Upto 5k,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,6,0,7.0
RM699,35,26-35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,56799,Upto 5k,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0.0
RM705,35,26-35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,82646,5k-10k,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8.0
RM726,35,26-35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,42300,Upto 5k,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2.0
RM730,35,26-35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,84970,10k-15k,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1.0
RM741,35,26-35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,52852,Upto 5k,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2.0
RM792,35,26-35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,64744,5k-10k,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7.0
RM821,35,26-35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,36990,Upto 5k,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2.0
RM836,35,26-35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,52990,Upto 5k,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4.0
RM841,35,26-35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,61966,Upto 5k,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7.0
RM847,35,26-35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,381030,10k-15k,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4.0
RM849,35,26-35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,22354,Upto 5k,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2.0
RM871,35,26-35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,82530,5k-10k,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7.0
RM889,35,26-35,No,Non-Travel,1212,Sales,8,2,Marketing,1,1243,3,Female,78,2,3,Sales Executive,4,Married,61884,10k-15k,13755,4,Y,Yes,11,3,2,80,1,16,6,2,13,2,4,12.0
RM925,35,26-35,No,Travel_Rarely,735,Research & Development,6,1,Life Sciences,1,1291,3,Male,66,3,1,Research Scientist,3,Married,63404,Upto 5k,6020,0,Y,Yes,14,3,4,80,0,4,3,3,3,2,2,2.0
RM962,35,26-35,No,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,87,3,2,Research Scientist,3,Single,79252,Upto 5k,2690,1,Y,Yes,11,3,2,80,0,9,3,3,9,6,1,1.0
RM974,35,26-35,No,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,60,2,2,Laboratory Technician,4,Married,76679,5k-10k,10846,0,Y,No,12,3,2,80,1,10,0,3,9,7,0,0.0
RM982,35,26-35,Yes,Travel_Frequently,662,Sales,18,4,Marketing,1,1380,4,Female,67,3,2,Sales Executive,3,Married,58827,Upto 5k,23288,0,Y,Yes,18,3,3,80,1,5,0,2,4,2,3,2.0
RM1003,35,26-35,No,Travel_Frequently,200,Research & Development,18,2,Life Sciences,1,1412,3,Male,60,3,3,Manufacturing Director,4,Single,196908,5k-10k,19944,2,Y,No,11,3,3,80,0,10,2,3,2,2,2,2.0
RM1060,35,26-35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,45591,Upto 5k,16192,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0.0
RM1082,35,26-35,No,Travel_Rarely,1029,Research & Development,16,3,Life Sciences,1,1529,4,Female,91,2,3,Healthcare Representative,2,Single,118077,5k-10k,21195,1,Y,No,19,3,4,80,0,11,3,1,11,8,3,3.0
RM1101,35,26-35,No,Travel_Rarely,1402,Sales,28,4,Life Sciences,1,1554,2,Female,98,2,1,Sales Representative,3,Married,46644,Upto 5k,26204,0,Y,No,23,4,1,80,2,6,5,3,5,3,4,2.0
RM1109,35,26-35,No,Travel_Rarely,992,Research & Development,1,3,Medical,1,1564,4,Male,68,2,1,Laboratory Technician,1,Single,23470,Upto 5k,21731,1,Y,No,19,3,2,80,0,3,3,3,3,0,1,2.0
RM1111,35,26-35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,26565,Upto 5k,26619,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0.0
RM1124,35,26-35,No,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,1,Female,51,3,2,Healthcare Representative,3,Single,65364,5k-10k,4223,3,Y,Yes,16,3,3,80,0,10,4,3,5,2,0,4.0
RM1131,35,26-35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,2,Male,46,4,2,Laboratory Technician,3,Married,68960,Upto 5k,25348,1,Y,No,17,3,4,80,2,10,3,2,10,9,6,8.0
RM1135,35,26-35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,3,Male,63,2,1,Laboratory Technician,4,Married,34300,Upto 5k,7713,1,Y,No,18,3,4,80,1,1,5,2,1,0,0,1.0
RM1151,35,26-35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,89969,5k-10k,26312,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10.0
RM1158,35,26-35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,81011,Upto 5k,12250,1,Y,No,12,3,4,80,1,15,5,3,14,11,2,9.0
RM1163,35,26-35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,111218,10k-15k,21530,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0.0
RM1168,35,26-35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,83545,5k-10k,22098,6,Y,Yes,14,3,4,80,2,7,2,2,2,2,2,2.0
RM1187,35,26-35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,55895,Upto 5k,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7.0
RM1216,35,26-35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,57959,Upto 5k,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4.0
RM1233,35,26-35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,349978,5k-10k,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7.0
RM1282,35,26-35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,67954,5k-10k,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7.0
RM1289,35,26-35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,330372,5k-10k,24442,2,Y,No,14,3,3,80,1,15,6,3,7,7,1,7.0
RM1303,35,26-35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,2,Male,91,1,1,Laboratory Technician,3,Married,40559,Upto 5k,9696,0,Y,No,16,3,2,80,1,6,2,4,5,4,0,3.0
RM1346,35,26-35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,4,Female,44,2,2,Manufacturing Director,2,Married,242771,Upto 5k,25388,0,Y,Yes,11,3,4,80,0,4,2,3,3,2,0,2.0
RM1381,35,26-35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,2,Male,71,3,2,Sales Executive,1,Married,60938,5k-10k,15975,0,Y,No,16,3,4,80,1,6,2,1,5,3,0,4.0
RM1393,35,26-35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,50281,5k-10k,13586,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9.0
RM1423,35,26-35,No,TravelRarely,1490,Research & Development,11,4,Medical,1,2003,4,Male,43,3,1,Laboratory Technician,3,Married,32175,Upto 5k,20232,7,Y,Yes,11,3,3,80,1,5,3,3,2,2,2,2.0
RM1425,35,26-35,No,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,91646,5k-10k,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8.0
RM1451,35,26-35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,117147,5k-10k,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7.0
RM1457,35,26-35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,133154,5k-10k,24594,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2.0
RM1459,35,26-35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,55457,Upto 5k,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1.0
RM010,36,36-45,No,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,120946,5k-10k,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7.0
RM022,36,36-45,Yes,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,27575,Upto 5k,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3.0
RM039,36,36-45,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,51,2,Female,82,2,1,Research Scientist,1,Married,67194,Upto 5k,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0.0
RM065,36,36-45,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,182023,10k-15k,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8.0
RM067,36,36-45,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,95,2,2,Manufacturing Director,2,Single,151716,5k-10k,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3.0
RM070,36,36-45,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,40602,Upto 5k,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,
RM075,36,36-45,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,97,2,Female,55,4,1,Laboratory Technician,4,Married,23987,Upto 5k,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,
RM118,36,36-45,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,62825,5k-10k,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8.0
RM119,36,36-45,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,26954,Upto 5k,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0.0
RM136,36,36-45,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,140563,Upto 5k,2819,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1.0
RM173,36,36-45,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,46373,Upto 5k,15062,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2.0
RM208,36,36-45,No,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,42105,Upto 5k,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,
RM221,36,36-45,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,63064,5k-10k,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7.0
RM270,36,36-45,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,47906,Upto 5k,20251,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11.0
RM292,36,36-45,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,77796,Upto 5k,26285,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7.0
RM299,36,36-45,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,40310,Upto 5k,7122,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0.0
RM306,36,36-45,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,2,Female,47,3,2,Laboratory Technician,2,Married,58214,5k-10k,6927,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8.0
RM359,36,36-45,No,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,39919,5k-10k,15276,4,Y,No,15,3,2,80,0,7,6,3,1,0,0,
RM360,36,36-45,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,59765,5k-10k,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,
RM378,36,36-45,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,55918,Upto 5k,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2.0
RM385,36,36-45,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,47833,5k-10k,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0.0
RM443,36,36-45,No,Non-Travel,635,Sales,10,4,Medical,1,592,2,Male,32,3,3,Sales Executive,4,Single,97196,5k-10k,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7.0
RM512,36,36-45,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,278221,5k-10k,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2.0
RM542,36,36-45,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,1,Female,63,4,3,Research Director,1,Married,262374,10k-15k,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5.0
RM570,36,36-45,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,48675,5k-10k,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9.0
RM594,36,36-45,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,277456,5k-10k,23361,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5.0
RM600,36,36-45,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,Human Resources,2,Married,39619,Upto 5k,25527,4,Y,No,13,3,2,80,1,8,2,3,5,2,0,4.0
RM622,36,36-45,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857,2,Male,56,3,2,Sales Executive,4,Married,70986,5k-10k,2823,1,Y,Yes,14,3,4,80,1,18,1,2,18,14,4,11.0
RM634,36,36-45,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,77,2,1,Human Resources,1,Married,60264,Upto 5k,8635,0,Y,No,21,4,3,80,0,6,3,3,5,4,0,3.0
RM665,36,36-45,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,3,2,Healthcare Representative,4,Married,133803,5k-10k,4821,0,Y,Yes,17,3,1,80,1,17,2,2,16,8,4,11.0
RM681,36,36-45,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,70729,Upto 5k,23293,2,Y,No,18,3,3,80,0,8,6,3,6,2,0,1.0
RM688,36,36-45,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,66168,Upto 5k,12287,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9.0
RM694,36,36-45,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,123330,10k-15k,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7.0
RM709,36,36-45,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,63097,5k-10k,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7.0
RM753,36,36-45,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,31250,Upto 5k,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14.0
RM762,36,36-45,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,48563,Upto 5k,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0.0
RM774,36,36-45,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,328785,5k-10k,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8.0
RM818,36,36-45,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,287826,5k-10k,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9.0
RM874,36,36-45,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,28747,Upto 5k,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7.0
RM883,36,36-45,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,328619,10k-15k,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7.0
RM901,36,36-45,No,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,46644,Upto 5k,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7.0
RM928,36,36-45,No,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,351666,5k-10k,2323,9,Y,Yes,11,3,4,80,0,18,2,3,16,14,5,12.0
RM943,36,36-45,No,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,103923,5k-10k,5747,3,Y,No,12,3,1,80,0,10,0,3,7,7,1,7.0
RM969,36,36-45,No,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,74780,Upto 5k,2261,2,Y,No,16,3,4,80,1,17,2,2,15,7,6,13.0
RM1012,36,36-45,No,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,44880,5k-10k,20763,3,Y,Yes,16,3,4,80,0,15,3,3,5,4,0,1.0
RM1019,36,36-45,No,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,54273,5k-10k,22604,1,Y,No,16,3,3,80,0,10,2,2,10,4,1,8.0
RM1020,36,36-45,No,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,41659,5k-10k,13494,4,Y,No,13,3,1,80,2,11,3,2,3,2,0,2.0
RM1103,36,36-45,No,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,35836,Upto 5k,17001,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2.0
RM1122,36,36-45,No,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,49304,5k-10k,21447,6,Y,No,13,3,1,80,0,15,5,3,1,0,0,0.0
RM1129,36,36-45,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,51941,5k-10k,19711,3,Y,Yes,13,3,4,80,1,9,3,3,3,2,0,2.0
RM1146,36,36-45,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,160478,Upto 5k,12421,9,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1.0
RM1174,36,36-45,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,101988,5k-10k,22792,4,Y,No,12,3,3,80,2,9,6,3,3,2,0,2.0
RM1181,36,36-45,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,62786,Upto 5k,10950,2,Y,No,11,3,3,80,0,15,4,3,4,3,1,3.0
RM1183,36,36-45,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,186616,Upto 5k,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2.0
RM1184,36,36-45,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,124790,5k-10k,26308,6,Y,No,20,4,1,80,1,13,3,3,5,4,0,4.0
RM1200,36,36-45,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,136815,5k-10k,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2.0
RM1221,36,36-45,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,68170,Upto 5k,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7.0
RM1237,36,36-45,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,73136,5k-10k,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2.0
RM1279,36,36-45,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,166233,5k-10k,25949,7,Y,Yes,13,3,4,80,1,15,1,3,12,8,5,7.0
RM1316,36,36-45,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,119191,5k-10k,19573,4,Y,Yes,22,4,4,80,1,15,2,3,1,0,0,0.0
RM1341,36,36-45,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,86706,5k-10k,6060,1,Y,Yes,13,3,1,80,1,10,4,3,10,9,1,7.0
RM1348,36,36-45,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,108682,Upto 5k,4223,1,Y,No,21,4,4,80,0,10,2,2,10,1,0,8.0
RM1356,36,36-45,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,83505,5k-10k,16822,2,Y,No,16,3,3,80,2,12,1,1,4,2,1,3.0
RM1384,36,36-45,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,55689,Upto 5k,9238,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2.0
RM1440,36,36-45,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,87920,5k-10k,12695,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4.0
RM1441,36,36-45,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,353089,5k-10k,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2.0
RM1448,36,36-45,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,78603,5k-10k,10436,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11.0
RM1454,36,36-45,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,77656,5k-10k,14369,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0.0
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,76953,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3.0
RM1466,36,36-45,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,70708,Upto 5k,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,2.0
RM003,37,36-45,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,41425,Upto 5k,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0.0
RM048,37,36-45,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,41841,Upto 5k,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0.0
RM060,37,36-45,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,159905,5k-10k,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7.0
RM079,37,36-45,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,315512,10k-15k,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2.0
